"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"790","2","NC_006127_-_LOC107052389_CDS","0.172","142.8","43.2","0.0736","0.0146","0.1989","2.1","8.6","-431.072049","TGU"
"791","2","NC_006127_-_C9ORF85_CDS","0.243","370.1","124.9","0.3033","0.0512","0.169","19","21.1","-1293.214244","TGU"
"792","2","NC_006127_-_SGTB_CDS","0.142","686.1","225.9","0.2378","0.0264","0.1111","18.1","25.1","-1863.571198","TGU"
"793","2","NC_006127_-_IFT74_CDS","0.336","1331.4","441.6","0.2471","0.0636","0.2575","84.7","113.7","-4532.063388","TGU"
"794","2","NC_006127_-_AGTPBP1_CDS","0.196","2666.6","915.4","0.1723","0.0293","0.1702","78.2","155.8","-8179.296465","TGU"
"795","2","NC_006127_-_SUSD1_CDS","0.288","1132.5","418.5","0.2911","0.0579","0.1991","65.6","83.3","-4238.524812","TGU"
"796","2","NC_006127_-_PRDM6_CDS","0.069","842.8","342.2","0.0316","0.0023","0.0739","2","25.3","-2223.257247","TGU"
"797","2","NC_006127_-_PGM5_CDS","0.163","1054.2","388.8","0.0384","0.007","0.1831","7.4","71.2","-3018.14568","TGU"
"798","2","NC_006127_-_SH3GL2_CDS","0.136","758","253","0.0266","0.0045","0.1676","3.4","42.4","-1985.484271","TGU"
"799","2","NC_006127_-_DIMT1_CDS","0.678","60.9","26.1","0.2378","0.1152","0.4843","7","12.7","-321.405928","TGU"
"800","2","NC_006127_-_PHAX_CDS","0.027","774.1","254.9","0.2823","0.0055","0.0196","4.3","5","-2649.055284","TGU"
"801","2","NC_006127_-_SV2C_CDS","0.166","1580.7","564.3","0.0726","0.0127","0.1745","20","98.5","-4598.258639","TGU"
"802","2","NC_006127_-_LOC427201_CDS","0.358","2838","1005","0.3928","0.085","0.2163","241.1","217.4","-10532.592976","TGU"
"803","2","NC_006127_-_SHB_CDS","0.25","515.5","204.5","0.2152","0.0409","0.1902","21.1","38.9","-2265.606319","TGU"
"804","2","NC_006127_-_NUDT2_CDS","0.316","316.6","127.4","0.0851","0.0258","0.3031","8.2","38.6","-1163.917882","TGU"
"805","2","NC_006127_-_RP11-145E5.5_CDS","0.129","242.4","75.6","0.0243","0.0041","0.1673","1","12.7","-680.785295","TGU"
"806","2","NC_006127_-_AK3_CDS","0.279","490","191","0.064","0.0182","0.2843","8.9","54.3","-1707.210584","TGU"
"807","2","NC_006127_-_SYK_CDS","0.215","1337.4","468.6","0.0969","0.021","0.2168","28.1","101.6","-4123.420452","TGU"
"808","2","NC_006127_-_LOC427259_CDS","0.104","275.4","96.6","0.0343","0.0042","0.1216","1.1","11.7","-812.852153","TGU"
"809","2","NC_006127_-_Metazoa_SRP_CDS","0.1","379.9","151.1","0.4435","0.0246","0.0555","9.3","8.4","-1463.371565","TGU"
"810","2","NC_006127_-_MCTP1_CDS","0.007","1482.2","530.8","0.0974","7e-04","0.0068","1","3.6","-4135.836032","TGU"
"811","2","NC_006127_-_RP11-195F19.29_CDS","0.484","646.3","301.7","0.0828","0.0357","0.431","23.1","130","-2553.366192","TGU"
"812","2","NC_006127_-_AKAP2_CDS","0.271","1836.4","695.6","0.1931","0.042","0.2177","77.2","151.4","-6571.815069","TGU"
"813","2","NC_006127_-_SYT4_CDS","0.162","940.2","334.8","0.0672","0.0116","0.1731","10.9","58","-2650.588601","TGU"
"814","2","NC_006127_-_CHRNA8_CDS","0.215","1113.3","419.7","0.1287","0.0252","0.1956","28","82.1","-3394.301517","TGU"
"815","2","NC_006127_-_PIAS2_CDS","0.199","606.7","242.3","0.0071","0.0016","0.2288","1","55.5","-1787.529524","TGU"
"816","2","NC_006127_-_OSMR_CDS","0.506","714.3","263.7","0.4029","0.1205","0.2991","86.1","78.8","-3193.029073","TGU"
"817","2","NC_006127_-_RP11-296A16.1_CDS","0.203","912.8","362.2","0.0857","0.0168","0.1959","15.3","71","-2950.229438","TGU"
"818","2","NC_006127_-_RCL1_CDS","0.204","806.8","312.2","0.0664","0.0138","0.2083","11.2","65","-2521.331683","TGU"
"819","2","NC_006127_-_KLF4_CDS","0.087","413.5","183.5","0.091","0.0071","0.0781","2.9","14.3","-1364.516433","TGU"
"820","2","NC_006127_-_PRRC1_CDS","0.347","861.4","371.6","0.1378","0.0401","0.2908","34.5","108.1","-3132.913731","TGU"
"821","2","NC_006127_-_PIGG_CDS","0.183","1949.3","738.7","0.1398","0.0227","0.1624","44.2","119.9","-6468.793514","TGU"
"822","2","NC_006127_-_INIP_CDS","0.042","220.7","91.3","0.1232","0.0045","0.0368","1","3.4","-594.84359","TGU"
"823","2","NC_006127_-_RP11-598P20.5_CDS","0.155","697.2","250.8","0.0448","0.0078","0.1733","5.4","43.4","-2104.701437","TGU"
"824","2","NC_006127_-_TMOD1_CDS","0.231","712.1","244.9","0.0595","0.0153","0.257","10.9","62.9","-2147.165844","TGU"
"825","2","NC_006127_-_CCDC112_CDS","0.048","733.5","220.5","0.2265","0.009","0.0397","6.6","8.7","-2693.197911","TGU"
"826","2","NC_006127_-_PRUNE2_CDS","0.392","5098.4","1765.6","0.6142","0.1125","0.1832","573.7","323.5","-21049.188142","TGU"
"827","2","NC_006127_-_TBC1D2_CDS","0.067","1624.3","550.7","0.1298","0.0083","0.0641","13.5","35.3","-6432.082257","TGU"
"828","2","NC_006127_-_SKIV2L2_CDS","0.22","2245","740","0.0796","0.019","0.2384","42.6","176.4","-6461.922818","TGU"
"829","2","NC_006127_-_RPL17_CDS","0.473","401.4","150.6","1e-04","1e-04","0.5782","0","87.1","-1096.302081","TGU"
"830","2","NC_006127_-_TNPO1_CDS","0.097","1806","669","0.024","0.0027","0.112","4.9","74.9","-4580.883315","TGU"
"831","2","NC_006127_-_CCDC152_CDS","0.199","318","96","0.4561","0.052","0.114","16.5","10.9","-1215.939593","TGU"
"832","2","NC_006127_-_PSAT1_CDS","0.168","819.6","290.4","0.067","0.012","0.1797","9.9","52.2","-2400.433532","TGU"
"833","2","NC_006127_-_PIK3R1_CDS","0.119","1621.7","550.3","0.0716","0.0093","0.1293","15","71.2","-4300.130011","TGU"
"834","2","NC_006127_-_CZH5ORF51_CDS","0.05","496.4","148.6","0.3304","0.0113","0.0343","5.6","5.1","-2068.882686","TGU"
"835","2","NC_006127_-_RPL37_CDS","0.123","213.8","77.2","1e-04","0","0.1542","0","11.9","-567.454652","TGU"
"836","2","NC_006127_-_TOPORS_CDS","0.409","2144.9","795.1","0.2332","0.0722","0.3098","155","246.3","-8324.254207","TGU"
"837","2","NC_006127_-_TBCA_CDS","0.069","188.9","63.1","0.0685","0.0052","0.076","1","4.8","-494.084639","TGU"
"838","2","NC_006127_-_MFSD7_CDS","0.065","933.4","374.6","0.5307","0.0173","0.0326","16.1","12.2","-3526.118393","TGU"
"839","2","NC_006127_-_PIP5K1B_CDS","0.17","1197.8","422.2","0.1416","0.022","0.1551","26.3","65.5","-3445.172479","TGU"
"840","2","NC_006127_-_AVR2_CDS","0.659","265.1","115.9","0.4248","0.1557","0.3664","41.3","42.5","-1521.417853","TGU"
"841","2","NC_006127_-_RPP25L_CDS","0.292","382.9","160.1","0.1295","0.0327","0.2521","12.5","40.4","-1283.104285","TGU"
"842","2","NC_006127_-_HINT1_CDS","0.048","265.2","112.8","0.063","0.0029","0.0466","0.8","5.3","-814.436189","TGU"
"843","2","NC_006127_-_TEK_CDS","0.158","2482.9","886.1","0.1411","0.0203","0.1437","50.4","127.4","-8018.555067","TGU"
"844","2","NC_006127_-_PSIP1_CDS","0.167","1312","389","0.1713","0.0264","0.154","34.6","59.9","-3964.903117","TGU"
"845","2","NC_006127_-_TPM2_CDS","0.252","454.8","172.2","0.2969","0.0508","0.1711","23.1","29.5","-1577.342388","TGU"
"846","2","NC_006127_-_SLC14A2_CDS","0.399","822.5","344.5","0.277","0.0752","0.2714","61.8","93.5","-3129.866582","TGU"
"847","2","NC_006127_-_RPS6_CDS","0.338","528.8","212.2","0.0099","0.0038","0.3836","2","81.4","-1499.702836","TGU"
"848","2","NC_006127_-_ANKRA2_CDS","0.103","672.8","266.2","0.1298","0.0118","0.0909","7.9","24.2","-1956.275616","TGU"
"849","2","NC_006127_-_LOC100858799_CDS","0.04","2879.7","1119.3","0.1155","0.0042","0.0365","12.1","40.8","-9179.105026","TGU"
"850","2","NC_006127_-_PSTPIP2_CDS","0.268","741","261","0.102","0.0271","0.2658","20.1","69.4","-2419.252037","TGU"
"851","2","NC_006127_-_PLAA_CDS","0.124","1627.3","574.7","0.2038","0.0205","0.1007","33.4","57.9","-4956.555304","TGU"
"852","2","NC_006127_-_FAM172A_CDS","0.208","556.3","181.7","0.0951","0.0207","0.218","11.5","39.6","-1459.581587","TGU"
"853","2","NC_006127_-_GNA14_CDS","0.036","561.9","194.1","1e-04","0","0.0468","0","9.1","-1855.959735","TGU"
"854","2","NC_006127_-_PLCXD3_CDS","0.029","637.2","229.8","0.0466","0.0015","0.0324","1","7.4","-1775.122672","TGU"
"855","2","NC_006127_-_THAP1_CDS","0.299","331.4","124.6","0.0438","0.0143","0.3268","4.7","40.7","-1025.076796","TGU"
"856","2","NC_006127_-_LPPR1_CDS","0.12","714.6","260.4","0.0529","0.0069","0.1313","5","34.2","-1888.067011","TGU"
"857","2","NC_006127_-_FRMD3_CDS","0.183","1036.3","376.7","0.089","0.0163","0.1836","16.9","69.2","-3055.313462","TGU"
"858","2","NC_006127_-_SLC1A3_CDS","0.127","1199.7","429.3","0.0621","0.0085","0.1372","10.2","58.9","-3328.652103","TGU"
"859","2","NC_006127_-_PTBP3_CDS","0.018","1035.9","386.1","1e-04","0","0.0219","0","8.5","-3536.902346","TGU"
"860","2","NC_006127_-_TRIM23_CDS","0.132","997.7","361.3","0.0188","0.003","0.1572","2.9","56.8","-2598.134955","TGU"
"861","2","NC_006127_-_THBS4_CDS","0.167","1823.6","711.4","0.1117","0.0172","0.154","31.4","109.5","-5827.436898","TGU"
"862","2","NC_006127_-_LRRC2_CDS","0.273","846","267","0.1654","0.0412","0.2491","34.9","66.5","-2814.310401","TGU"
"863","2","NC_006127_-_PLIN2_CDS","0.152","878.1","330.9","0.2624","0.0287","0.1094","25.2","36.2","-2989.023935","TGU"
"864","2","NC_006127_-_PAX5_CDS","0.181","796","338","0.0445","0.0082","0.1834","6.5","62","-2360.459504","TGU"
"865","2","NC_006127_-_S100Z_CDS","0.221","218.5","75.5","0.0333","0.0087","0.2622","1.9","19.8","-693.12593","TGU"
"866","2","NC_006127_-_HOMER1_CDS","0.105","799.3","262.7","0.0636","0.0075","0.1185","6","31.1","-1883.625689","TGU"
"867","2","NC_006127_-_GNG10_CDS","0.301","93.1","44.9","0.0839","0.0221","0.2628","2.1","11.8","-314.163901","TGU"
"868","2","NC_006127_-_LRRC70_CDS","0.187","2145.4","779.6","0.1154","0.0205","0.1772","43.9","138.2","-6256.964955","TGU"
"869","2","NC_006127_-_PLK2_CDS","0.213","1423.4","511.6","0.1127","0.023","0.2043","32.8","104.5","-4101.636517","TGU"
"870","2","NC_006127_-_DCAF10_CDS","0.026","781.7","319.3","1e-04","0","0.0299","0","9.5","-2426.513111","TGU"
"871","2","NC_006127_-_S1PR3_CDS","0.2","813.4","326.6","0.0966","0.0181","0.1872","14.7","61.1","-2657.562746","TGU"
"872","2","NC_006127_-_POC5_CDS","0.014","1087.4","382.6","999","0.0065","0","7.1","0","-3976.037321","TGU"
"873","2","NC_006127_-_SLC25A51_CDS","0.031","593.9","246.1","1e-04","0","0.0357","0","8.8","-2225.021493","TGU"
"874","2","NC_006127_-_LURAP1L_CDS","0.101","278.7","96.3","0.1997","0.0166","0.0831","4.6","8","-811.170438","TGU"
"875","2","NC_006127_-_LOC101750245_CDS","0.139","378.3","134.7","0.2356","0.025","0.1059","9.4","14.3","-1857.867106","TGU"
"876","2","NC_006127_-_DCAF12_CDS","0.029","673.2","274.8","0.0494","0.0015","0.0299","1","8.2","-1981.928305","TGU"
"877","2","NC_006127_-_SCAMP1_CDS","0.185","636.6","209.4","0.0194","0.0046","0.2355","2.9","49.3","-1691.990375","TGU"
"878","2","NC_006127_-_NNT_CDS","0.166","2348.8","909.2","0.102","0.016","0.1573","37.7","143","-7370.48838","TGU"
"879","2","NC_006127_-_CDC42SE2_CDS","0.014","180.9","71.1","1e-04","0","0.0164","0","1.2","-479.908242","TGU"
"880","2","NC_006127_-_PTPRD_CDS","0.121","4102.5","1522.5","0.0168","0.0024","0.1428","9.8","217.4","-10724.275855","TGU"
"881","2","NC_006127_-_POLK_CDS","0.175","487.9","166.1","0.1733","0.0264","0.1521","12.9","25.3","-1595.834192","TGU"
"882","2","NC_006127_-_SLC27A6_CDS","0.196","1369.7","484.3","0.194","0.0313","0.1611","42.8","78","-4836.38271","TGU"
"883","2","NC_006127_-_SECISBP2_CDS","0.244","1813.5","655.5","0.4379","0.0608","0.1387","110.2","91","-7027.699321","TGU"
"884","2","NC_006127_-_TTC33_CDS","0.235","571.9","208.1","0.2889","0.0473","0.1638","27.1","34.1","-1939.708544","TGU"
"885","2","NC_006127_-_CDK7_CDS","0.011","656.7","225.3","1e-04","0","0.0144","0","3.2","-2642.961041","TGU"
"886","2","NC_006127_-_RAB3C_CDS","0.231","266.3","105.7","0.1961","0.0356","0.1814","9.5","19.2","-732.690351","TGU"
"887","2","NC_006127_-_LOC107051889_CDS","0.657","266.4","81.6","0.4344","0.1677","0.3861","44.7","31.5","-1363.544367","TGU"
"888","2","NC_006127_-_FBP1_CDS","0.223","739","275","0.0959","0.0209","0.2178","15.4","59.9","-2282.240398","TGU"
"889","2","NC_006127_-_SEMA4D_CDS","0.269","1869.2","689.8","0.1506","0.0356","0.2362","66.5","163","-6092.427806","TGU"
"890","2","NC_006127_-_TTC39B_CDS","0.165","1228.3","433.7","0.0872","0.0147","0.1685","18.1","73.1","-3485.275782","TGU"
"891","2","NC_006127_-_TMEM161B_CDS","0.1","1023.7","401.3","0.0775","0.0076","0.0985","7.8","39.5","-2873.927885","TGU"
"892","2","NC_006127_-_MAMDC2_CDS","0.22","1499.5","549.5","0.1207","0.0248","0.2054","37.2","112.9","-4980.790081","TGU"
"893","2","NC_006127_-_EMB_CDS","0.038","542.7","177.3","0.657","0.0112","0.017","6.1","3","-2365.914666","TGU"
"894","2","NC_006127_-_PDE6B_CDS","0.162","1861.9","637.1","0.0551","0.01","0.1821","18.7","116","-5610.656016","TGU"
"895","2","NC_006127_-_SEPP1_CDS","0.366","576.7","209.3","0.4359","0.0907","0.208","52.3","43.5","-2261.00043","TGU"
"896","2","NC_006127_-_MSH3_CDS","0.397","2256.3","779.7","0.1403","0.0514","0.3664","116","285.7","-7704.923628","TGU"
"897","2","NC_006127_-_TMEM167A_CDS","0.265","152.4","63.6","0.053","0.0141","0.266","2.1","16.9","-440.540997","TGU"
"898","2","NC_006127_-_RAD23B_CDS","0.211","698.1","273.9","0.1579","0.0281","0.178","19.6","48.8","-2215.405418","TGU"
"899","2","NC_006127_-_TMEM171_CDS","0.048","635.4","255.6","0.4006","0.0113","0.0282","7.2","7.2","-2548.638583","TGU"
"900","2","NC_006127_-_PDE8B_CDS","0.194","1648.3","637.7","0.1563","0.0258","0.1654","42.6","105.5","-4889.245767","TGU"
"901","2","NC_006127_-_NR2F1_CDS","0.069","745.2","313.8","1e-04","0","0.0775","0","24.3","-2754.143926","TGU"
"902","2","NC_006127_-_IDUA_CDS","0.216","1353.3","527.7","0.3858","0.0497","0.1288","67.2","68","-4867.879133","TGU"
"903","2","NC_006127_-_MSMP_CDS","0.125","275","130","0.3383","0.0256","0.0758","7.1","9.9","-971.273587","TGU"
"904","2","NC_006127_-_MAP1B_CDS","0.193","5143.7","1780.3","0.1708","0.0286","0.1675","147.1","298.1","-16133.246793","TGU"
"905","2","NC_006127_-_PPIP5K2_CDS","0.131","2764.9","982.1","0.0664","0.0093","0.1406","25.8","138.1","-7523.729582","TGU"
"906","2","NC_006127_-_PDZD2_CDS","0.277","5182.5","2068.5","0.2868","0.0541","0.1886","280.3","390.1","-20173.732365","TGU"
"907","2","NC_006127_-_SETD9_CDS","0.189","537.1","203.9","0.2466","0.0342","0.1388","18.4","28.3","-1989.096018","TGU"
"908","2","NC_006127_-_IER3IP1_CDS","0.242","168.1","68.9","0.313","0.0493","0.1576","8.3","10.9","-556.064756","TGU"
"909","2","NC_006127_-_TMEM174_CDS","0.268","504.1","212.9","0.3346","0.0562","0.1679","28.3","35.8","-1994.188525","TGU"
"910","2","NC_006127_-_KIAA1161_CDS","0.109","56.4","21.6","1e-04","0","0.1312","0","2.8","-217.340944","TGU"
"911","2","NC_006127_-_PPWD1_CDS","0.122","1255.9","439.1","0.0261","0.0038","0.1466","4.8","64.4","-3291.17302","TGU"
"912","2","NC_006127_-_PELO_CDS","0.132","803.7","351.3","0.0135","0.0019","0.1407","1.5","49.4","-2449.496809","TGU"
"913","2","NC_006127_-_HABP4_CDS","0.028","576.7","209.3","0.2501","0.0053","0.0211","3","4.4","-2077.5423","TGU"
"914","2","NC_006127_-_UBE2R2_CDS","0.115","335.7","138.3","1e-04","0","0.1316","0","18.2","-875.276035","TGU"
"915","2","NC_006127_-_TMEM175_CDS","0.176","924.2","338.8","0.1221","0.0201","0.1644","18.6","55.7","-2893.62128","TGU"
"916","2","NC_006127_-_RASA1_CDS","0.133","1913.7","693.3","0.0359","0.0055","0.1521","10.5","105.4","-4961.119163","TGU"
"917","2","NC_006127_-_UBQLN1_CDS","0.015","1152","447","1e-04","0","0.0183","0","8.2","-3539.515276","TGU"
"918","2","NC_006127_-_SMAD2_CDS","0.14","1000.3","397.7","0.0123","0.002","0.1593","2","63.4","-2641.274711","TGU"
"919","2","NC_006127_-_HAPLN1_CDS","0.012","752.9","306.1","0.1068","0.0012","0.011","0.9","3.4","-2482.356141","TGU"
"920","2","NC_006127_-_NTRK2_CDS","0.209","686.1","249.9","0.0801","0.0171","0.214","11.8","53.5","-1976.42581","TGU"
"921","2","NC_006127_-_TMEM215_CDS","0.312","496.3","208.7","0.2659","0.0572","0.2151","28.4","44.9","-1755.605287","TGU"
"922","2","NC_006127_-_RASEF_CDS","0.204","1178.3","402.7","0.122","0.024","0.1966","28.3","79.2","-3547.843711","TGU"
"923","2","NC_006127_-_PRKAA1_CDS","0.185","1204.1","451.9","0.0334","0.0069","0.2072","8.3","93.6","-3271.216837","TGU"
"924","2","NC_006127_-_SMAD7_CDS","0.125","384.1","164.9","0.0399","0.0051","0.1273","2","21","-1019.600977","TGU"
"925","2","NC_006127_-_CAAP1_CDS","0.209","570.3","197.7","0.1914","0.0334","0.1743","19","34.5","-1756.073703","TGU"
"926","2","NC_006127_-_UGCG_CDS","0.083","802.4","286.6","0.0385","0.0037","0.0949","2.9","27.2","-2088.272201","TGU"
"927","2","NC_006127_-_TMEM246_CDS","0.367","819.6","365.4","0.318","0.0735","0.2313","60.3","84.5","-3252.861699","TGU"
"928","2","NC_006127_-_RASGRF2_CDS","0.447","1025.8","354.2","0.0173","0.0095","0.5523","9.8","195.6","-2836.245173","TGU"
"929","2","NC_006127_-_PRLR_CDS","0.383","1784.9","657.1","0.3742","0.0879","0.235","156.9","154.4","-6767.920375","TGU"
"930","2","NC_006127_-_SMC5_CDS","0.421","2339.3","744.7","0.3379","0.0952","0.2816","222.6","209.7","-8573.231876","TGU"
"931","2","NC_006127_-_SHC3_CDS","0.234","1341.5","512.5","0.3314","0.0501","0.1512","67.2","77.5","-4407.039629","TGU"
"932","2","NC_006127_-_UHRF2_CDS","0.123","1804.9","640.1","0.0645","0.0085","0.1325","15.4","84.8","-4725.979371","TGU"
"933","2","NC_006127_-_TMEM2_CDS","0.22","3004.6","1102.4","0.0942","0.0205","0.2173","61.5","239.5","-9775.402511","TGU"
"934","2","NC_006127_-_RBP4B_CDS","0.165","424.8","163.2","0.0526","0.0092","0.1748","3.9","28.5","-1386.109731","TGU"
"935","2","NC_006127_-_PRR16_CDS","0.386","476.1","192.9","0.0823","0.0305","0.3711","14.5","71.6","-1652.21252","TGU"
"936","2","NC_006127_-_SMIM15_CDS","0.341","156","66","0.0186","0.0068","0.3659","1.1","24.2","-520.440234","TGU"
"937","2","NC_006127_-_SIGLEC15_CDS","0.345","449.5","183.5","0.2896","0.0671","0.2318","30.2","42.5","-1861.210309","TGU"
"938","2","NC_006127_-_UTP15_CDS","0.363","1132.9","424.1","0.2041","0.0587","0.2878","66.6","122.1","-3918.228803","TGU"
"939","2","NC_006127_-_TMEM38B_CDS","0.347","547.3","211.7","0.2339","0.0605","0.2588","33.1","54.8","-2019.542205","TGU"
"940","2","NC_006127_-_VCAN_CDS","0.032","1363.3","520.7","0.3816","0.0073","0.0192","10","10","-4393.223226","TGU"
"941","2","NC_006127_-_LOC427416_CDS","0.65","265.2","115.8","0.5052","0.167","0.3305","44.3","38.3","-1525.544585","TGU"
"942","2","NC_006127_-_SMN_CDS","0.276","568.2","208.8","0.3359","0.06","0.1786","34.1","37.3","-2077.948211","TGU"
"943","2","NC_006127_-_SIGMAR1_CDS","0.303","356.6","162.4","0.0225","0.0069","0.3074","2.5","49.9","-1235.181514","TGU"
"944","2","NC_006127_-_OSTF1_CDS","0.14","426.6","143.4","0.0425","0.007","0.1652","3","23.7","-1200.590656","TGU"
"945","2","NC_006127_-_LOC431653_CDS","0.166","56.1","21.9","1e-04","0","0.1976","0","4.3","-223.321536","TGU"
"946","2","NC_006127_-_REEP5_CDS","0.258","276.5","116.5","0.041","0.0108","0.2644","3","30.8","-818.592012","TGU"
"947","2","NC_006127_-_OTP_CDS","0.011","377.3","174.7","1e-04","0","0.0114","0","2","-1208.658712","TGU"
"948","2","NC_006127_-_SMU1_CDS","0.152","1087.4","424.6","1e-04","0","0.1798","0","76.4","-2962.099951","TGU"
"949","2","NC_006127_-_HEMGN_CDS","0.086","348.4","131.6","0.163","0.0118","0.0727","4.1","9.6","-1614.717682","TGU"
"950","2","NC_006127_-_VLDLR_CDS","0.166","1799.6","651.4","0.1586","0.023","0.1449","41.4","94.4","-5629.077304","TGU"
"951","2","NC_006127_-_CKMT2_CDS","0.051","900","357","0.2004","0.0079","0.0394","7.1","14.1","-2999.226164","TGU"
"952","2","NC_006127_-_RFESD_CDS","0.281","233","82","0.4501","0.0711","0.158","16.6","13","-849.00713","TGU"
"953","2","NC_006127_-_LOC769899_CDS","0.6","264.5","116.5","0.46","0.1473","0.3202","39","37.3","-1511.330683","TGU"
"954","2","NC_006127_-_SNCAIP_CDS","0.232","2085.2","782.8","0.2113","0.0383","0.1812","79.8","141.8","-6755.45576","TGU"
"955","2","NC_006127_-_SKP2_CDS","0.356","890.9","342.1","0.2504","0.0648","0.2588","57.7","88.5","-3257.63444","TGU"
"956","2","NC_006127_-_VPS13A_CDS","0.2","7087.9","2386.1","0.2087","0.0342","0.1637","242.1","390.7","-22483.359634","TGU"
"957","2","NC_006127_-_CKS2_CDS","0.014","176.2","60.8","1e-04","0","0.0185","0","1.1","-531.101622","TGU"
"958","2","NC_006127_-_RFX3_CDS","0.067","1615.6","631.4","0.0846","0.0056","0.0658","9","41.5","-4021.390097","TGU"
"959","2","NC_006127_-_PSD3_CDS","0.258","2083.9","760.1","0.2421","0.0468","0.1932","97.5","146.9","-7489.89609","TGU"
"960","2","NC_006127_-_LOXHD1_CDS","0.228","2834.4","1017.6","0.0925","0.0212","0.229","60","233","-9428.491209","TGU"
"961","2","NC_006127_-_SLC12A2_CDS","0.209","2258","862","0.0645","0.0139","0.2152","31.3","185.5","-6610.245556","TGU"
"962","2","NC_006127_-_WDR36_CDS","0.275","1755.2","626.8","0.1708","0.0402","0.2354","70.6","147.6","-5690.570271","TGU"
"963","2","NC_006127_-_TPGS2_CDS","0.194","633","240","0.1062","0.0196","0.1842","12.4","44.2","-2048.569305","TGU"
